State,Crop,Crop title,Variety,Year,Unit,Value
Kansas,Corn,Genetically engineered (GE) corn varieties,Insect-resistant (Bt) only                                           ,2016,Percent of all corn planted,4
Kansas,Corn,Genetically engineered (GE) corn varieties,Insect-resistant (Bt) only                                           ,2017,Percent of all corn planted,3
Kansas,Corn,Genetically engineered (GE) corn varieties,Insect-resistant (Bt) only                                           ,2018,Percent of all corn planted,2
Kansas,Corn,Genetically engineered (GE) corn varieties,Insect-resistant (Bt) only                                           ,2019,Percent of all corn planted,1
Kansas,Corn,Genetically engineered (GE) corn varieties,Herbicide-tolerant only                                           ,2000,Percent of all corn planted,7
Kansas,Corn,Genetically engineered (GE) corn varieties,Herbicide-tolerant only                                           ,2001,Percent of all corn planted,11
Kansas,Corn,Genetically engineered (GE) corn varieties,Herbicide-tolerant only                                           ,2002,Percent of all corn planted,15
Kansas,Corn,Genetically engineered (GE) corn varieties,Herbicide-tolerant only                                           ,2003,Percent of all corn planted,17
Kansas,Corn,Genetically engineered (GE) corn varieties,Herbicide-tolerant only                                           ,2004,Percent of all corn planted,24
Kansas,Corn,Genetically engineered (GE) corn varieties,Herbicide-tolerant only                                           ,2005,Percent of all corn planted,30
Kansas,Corn,Genetically engineered (GE) corn varieties,Herbicide-tolerant only                                           ,2006,Percent of all corn planted,33
Kansas,Corn,Genetically engineered (GE) corn varieties,Herbicide-tolerant only                                           ,2007,Percent of all corn planted,36
Kansas,Corn,Genetically engineered (GE) corn varieties,Herbicide-tolerant only                                           ,2008,Percent of all corn planted,30
Kansas,Corn,Genetically engineered (GE) corn varieties,Herbicide-tolerant only                                           ,2009,Percent of all corn planted,29
Kansas,Corn,Genetically engineered (GE) corn varieties,Herbicide-tolerant only                                           ,2010,Percent of all corn planted,28
Kansas,Corn,Genetically engineered (GE) corn varieties,Herbicide-tolerant only                                           ,2011,Percent of all corn planted,22
Kansas,Corn,Genetically engineered (GE) corn varieties,Herbicide-tolerant only                                           ,2012,Percent of all corn planted,19
Kansas,Corn,Genetically engineered (GE) corn varieties,Herbicide-tolerant only                                           ,2013,Percent of all corn planted,15
Kansas,Corn,Genetically engineered (GE) corn varieties,Herbicide-tolerant only                                           ,2014,Percent of all corn planted,18
Kansas,Corn,Genetically engineered (GE) corn varieties,Herbicide-tolerant only                                           ,2015,Percent of all corn planted,12
Kansas,Corn,Genetically engineered (GE) corn varieties,Herbicide-tolerant only                                           ,2016,Percent of all corn planted,12
Kansas,Corn,Genetically engineered (GE) corn varieties,Herbicide-tolerant only                                           ,2017,Percent of all corn planted,15
Kansas,Corn,Genetically engineered (GE) corn varieties,Herbicide-tolerant only                                           ,2018,Percent of all corn planted,10
Kansas,Corn,Genetically engineered (GE) corn varieties,Herbicide-tolerant only                                           ,2019,Percent of all corn planted,12
Kansas,Corn,Genetically engineered (GE) corn varieties,Stacked gene varieties,2000,Percent of all corn planted,1
Kansas,Corn,Genetically engineered (GE) corn varieties,Stacked gene varieties,2001,Percent of all corn planted,1
Kansas,Corn,Genetically engineered (GE) corn varieties,Stacked gene varieties,2002,Percent of all corn planted,2
Kansas,Corn,Genetically engineered (GE) corn varieties,Stacked gene varieties,2003,Percent of all corn planted,5
Kansas,Corn,Genetically engineered (GE) corn varieties,Stacked gene varieties,2004,Percent of all corn planted,5
Kansas,Corn,Genetically engineered (GE) corn varieties,Stacked gene varieties,2005,Percent of all corn planted,10
Kansas,Corn,Genetically engineered (GE) corn varieties,Stacked gene varieties,2006,Percent of all corn planted,12
Kansas,Corn,Genetically engineered (GE) corn varieties,Stacked gene varieties,2007,Percent of all corn planted,21
Kansas,Corn,Genetically engineered (GE) corn varieties,Stacked gene varieties,2008,Percent of all corn planted,35
Kansas,Corn,Genetically engineered (GE) corn varieties,Stacked gene varieties,2009,Percent of all corn planted,38
Kansas,Corn,Genetically engineered (GE) corn varieties,Stacked gene varieties,2010,Percent of all corn planted,40
Kansas,Corn,Genetically engineered (GE) corn varieties,Stacked gene varieties,2011,Percent of all corn planted,42
Kansas,Corn,Genetically engineered (GE) corn varieties,Stacked gene varieties,2012,Percent of all corn planted,51
Kansas,Corn,Genetically engineered (GE) corn varieties,Stacked gene varieties,2013,Percent of all corn planted,69
Kansas,Corn,Genetically engineered (GE) corn varieties,Stacked gene varieties,2014,Percent of all corn planted,72
Kansas,Corn,Genetically engineered (GE) corn varieties,Stacked gene varieties,2015,Percent of all corn planted,79
Kansas,Corn,Genetically engineered (GE) corn varieties,Stacked gene varieties,2016,Percent of all corn planted,79
Kansas,Corn,Genetically engineered (GE) corn varieties,Stacked gene varieties,2017,Percent of all corn planted,77
Kansas,Corn,Genetically engineered (GE) corn varieties,Stacked gene varieties,2018,Percent of all corn planted,84
Kansas,Corn,Genetically engineered (GE) corn varieties,Stacked gene varieties,2019,Percent of all corn planted,82
Kansas,Corn,Genetically engineered (GE) corn varieties,All GE varieties,2000,Percent of all corn planted,33
Kansas,Corn,Genetically engineered (GE) corn varieties,All GE varieties,2001,Percent of all corn planted,38
Kansas,Corn,Genetically engineered (GE) corn varieties,All GE varieties,2002,Percent of all corn planted,43
Kansas,Corn,Genetically engineered (GE) corn varieties,All GE varieties,2003,Percent of all corn planted,47
Kansas,Corn,Genetically engineered (GE) corn varieties,All GE varieties,2004,Percent of all corn planted,54
Kansas,Corn,Genetically engineered (GE) corn varieties,All GE varieties,2005,Percent of all corn planted,63
Kansas,Corn,Genetically engineered (GE) corn varieties,All GE varieties,2006,Percent of all corn planted,68
Kansas,Corn,Genetically engineered (GE) corn varieties,All GE varieties,2007,Percent of all corn planted,82
Kansas,Corn,Genetically engineered (GE) corn varieties,All GE varieties,2008,Percent of all corn planted,90
Kansas,Corn,Genetically engineered (GE) corn varieties,All GE varieties,2009,Percent of all corn planted,91
Kansas,Corn,Genetically engineered (GE) corn varieties,All GE varieties,2010,Percent of all corn planted,90
Kansas,Corn,Genetically engineered (GE) corn varieties,All GE varieties,2011,Percent of all corn planted,92
Kansas,Corn,Genetically engineered (GE) corn varieties,All GE varieties,2012,Percent of all corn planted,90
Kansas,Corn,Genetically engineered (GE) corn varieties,All GE varieties,2013,Percent of all corn planted,91
Kansas,Corn,Genetically engineered (GE) corn varieties,All GE varieties,2014,Percent of all corn planted,95
Kansas,Corn,Genetically engineered (GE) corn varieties,All GE varieties,2015,Percent of all corn planted,95
Kansas,Corn,Genetically engineered (GE) corn varieties,All GE varieties,2016,Percent of all corn planted,95
Kansas,Corn,Genetically engineered (GE) corn varieties,All GE varieties,2017,Percent of all corn planted,95
Kansas,Corn,Genetically engineered (GE) corn varieties,All GE varieties,2018,Percent of all corn planted,96
Kansas,Corn,Genetically engineered (GE) corn varieties,All GE varieties,2019,Percent of all corn planted,95
Michigan,Corn,Genetically engineered (GE) corn varieties,Insect-resistant (Bt) only                                           ,2000,Percent of all corn planted,8
Michigan,Corn,Genetically engineered (GE) corn varieties,Insect-resistant (Bt) only                                           ,2001,Percent of all corn planted,8
Michigan,Corn,Genetically engineered (GE) corn varieties,Insect-resistant (Bt) only                                           ,2002,Percent of all corn planted,12
Michigan,Corn,Genetically engineered (GE) corn varieties,Insect-resistant (Bt) only                                           ,2003,Percent of all corn planted,18
Michigan,Corn,Genetically engineered (GE) corn varieties,Insect-resistant (Bt) only                                           ,2004,Percent of all corn planted,15
Michigan,Corn,Genetically engineered (GE) corn varieties,Insect-resistant (Bt) only                                           ,2005,Percent of all corn planted,15
Michigan,Corn,Genetically engineered (GE) corn varieties,Insect-resistant (Bt) only                                           ,2006,Percent of all corn planted,16
Michigan,Corn,Genetically engineered (GE) corn varieties,Insect-resistant (Bt) only                                           ,2007,Percent of all corn planted,19
Michigan,Corn,Genetically engineered (GE) corn varieties,Insect-resistant (Bt) only                                           ,2008,Percent of all corn planted,15
