Geography,Year,Sex,Age,Prevalence Rate,Prevalent Cases,Population,Standard Error,Standard Score,Alberta Rate
Z4,2014,BOTH,70to74,12.252,4240.9646239,34614.59712,0.17623,4.227,11.50709
Z4,2014,BOTH,75to79,12.727,3305.7448336,25974.909958,0.20679,3.383,12.02715
Z4,2014,BOTH,80to84,13.514,2711.9442101,20067.785771,0.24133,4.176,12.50607
Z4,2014,BOTH,85+,13.525,2649.7551806,19591.891464,0.24433,4.992,12.30507
Z4,2014,BOTH,ALL,11.906,154250.42953,1295601.5707,0.02845,8.351,11.66808
Z4,2014,FEMALE,00to39,11.667,40928.97682,350812.81495,0.0542,0.975,11.61407
Z4,2014,FEMALE,40to44,12.579,5394.6526857,42885.099413,0.16013,3.992,11.94008
Z4,2014,FEMALE,45to49,12.366,5192.2443644,41988.335478,0.16065,2.462,11.97047
Z4,2014,FEMALE,50to54,12.871,5936.158996,46121.155748,0.15593,3.696,12.29454
Z4,2014,FEMALE,55to59,13.081,5465.937079,41786.663405,0.16495,3.918,12.43437
Z4,2014,FEMALE,60to64,13.128,4401.0318683,33525.177318,0.18444,2.728,12.62445
Z4,2014,FEMALE,65to69,13.54,3498.0786065,25835.090461,0.21287,2.556,12.99585
Z4,2014,FEMALE,70to74,14.298,2597.5992178,18167.787766,0.2597,3.201,13.46657
Z4,2014,FEMALE,75to79,14.257,2023.2689612,14191.257437,0.2935,3.259,13.3007
Z4,2014,FEMALE,80to84,14.358,1659.7472389,11559.858206,0.32615,3.251,13.29768
Z4,2014,FEMALE,85+,13.938,1802.5091163,12932.213721,0.30456,4.923,12.43874
Z4,2014,FEMALE,ALL,12.332,78900.204954,639805.4539,0.04111,8.052,12.00091
Z4,2014,MALE,00to39,13.549,50364.737244,371726.68279,0.05613,-1.368,13.62564
Z4,2014,MALE,40to44,8.2477,3822.9075225,46351.134084,0.12777,1.338,8.07671
Z4,2014,MALE,45to49,8.0757,3595.6687359,44524.726681,0.12912,2.446,7.75977
Z4,2014,MALE,50to54,8.1712,3935.744902,48165.84951,0.12481,2.564,7.85127
Z4,2014,MALE,55to59,8.2348,3578.1586675,43451.847278,0.13187,3.433,7.78209
Z4,2014,MALE,60to64,8.8448,2960.9195784,33476.387212,0.15519,3.893,8.24058
Z4,2014,MALE,65to69,9.1768,2266.8036142,24701.422061,0.18369,3.674,8.50194
Z4,2014,MALE,70to74,9.992,1643.365406,16446.809354,0.23384,2.542,9.39769
Z4,2014,MALE,75to79,10.884,1282.4758724,11783.652522,0.2869,1.18,10.5451
Z4,2014,MALE,80to84,12.367,1052.1969713,8507.9275646,0.35691,2.461,11.48882
Z4,2014,MALE,85+,12.722,847.2460643,6659.6777427,0.40832,1.624,12.05891
Z4,2014,MALE,ALL,11.49,75350.224578,655796.1168,0.03938,3.681,11.34494
Z4,2015,BOTH,00to39,12.586,92840.593148,737623.07006,0.03862,-1.793,12.6557
Z4,2015,BOTH,40to44,10.811,9778.5151998,90445.507294,0.10325,4.4,10.35723
Z4,2015,BOTH,45to49,10.464,8971.8548796,85740.090048,0.10453,3.545,10.09348
Z4,2015,BOTH,50to54,10.796,10070.827992,93284.776653,0.1016,4.763,10.31188
Z4,2015,BOTH,55to59,10.919,9510.7289586,87101.293068,0.10568,5.27,10.36224
Z4,2015,BOTH,60to64,11.173,7820.1302272,69993.282527,0.11908,4.648,10.61922
Z4,2015,BOTH,65to69,11.722,6266.4028087,53458.694139,0.13913,5.183,11.00082
Z4,2015,BOTH,70to74,12.465,4464.7502626,35819.168512,0.17453,4.329,11.70917
Z4,2015,BOTH,75to79,12.79,3409.9810857,26661.378321,0.20454,3.767,12.01952
Z4,2015,BOTH,80to84,13.712,2765.4815692,20168.695832,0.24221,4.51,12.6193
Z4,2015,BOTH,85+,13.627,2774.0200822,20356.918626,0.24045,5.052,12.41205
Z4,2015,BOTH,ALL,12.015,158673.28621,1320652.8751,0.02829,7.877,11.79192
Z4,2015,FEMALE,00to39,11.598,41569.64675,358409.46881,0.05349,0.328,11.5808
Z4,2015,FEMALE,40to44,12.844,5638.872907,43901.743572,0.15968,3.548,12.27774
Z4,2015,FEMALE,45to49,12.663,5291.9586742,41789.982785,0.16268,2.653,12.23164
Z4,2015,FEMALE,50to54,13.161,6033.6497014,45846.549757,0.15789,3.797,12.56099
Z4,2015,FEMALE,55to59,13.333,5714.285094,42859.477929,0.1642,3.753,12.71631
Z4,2015,FEMALE,60to64,13.406,4683.8660207,34939.558137,0.18228,2.802,12.89485
Z4,2015,FEMALE,65to69,13.927,3813.2496186,27380.9816,0.20923,3.097,13.27862
Z4,2015,FEMALE,70to74,14.413,2703.3066269,18756.566641,0.25645,2.714,13.71669
Z4,2015,FEMALE,75to79,14.551,2114.0930994,14529.094218,0.29253,4.011,13.37737
Z4,2015,FEMALE,80to84,14.698,1707.790252,11619.471175,0.32848,3.619,13.50873
Z4,2015,FEMALE,85+,14.222,1889.4456066,13285.094095,0.30303,5.153,12.66083
Z4,2015,FEMALE,ALL,12.423,81160.16435,653317.98872,0.04081,7.753,12.10637
Z4,2015,MALE,00to39,13.52,51270.946398,379213.60125,0.05553,-2.779,13.67464
Z4,2015,MALE,40to44,8.8941,4139.6422929,46543.763722,0.13195,2.67,8.54186
Z4,2015,MALE,45to49,8.3729,3679.8962054,43950.107263,0.13212,2.369,8.05992
Z4,2015,MALE,50to54,8.5104,4037.1782908,47438.226896,0.12811,2.875,8.1421
Z4,2015,MALE,55to59,8.5811,3796.4438646,44241.815139,0.13316,3.551,8.1083
Z4,2015,MALE,60to64,8.947,3136.2642065,35053.724389,0.15245,3.626,8.39423
Z4,2015,MALE,65to69,9.4071,2453.15319,26077.712539,0.18078,4.155,8.65604
Z4,2015,MALE,70to74,10.323,1761.4436358,17062.601871,0.23293,3.304,9.55385
Z4,2015,MALE,75to79,10.681,1295.8879863,12132.284103,0.28042,0.829,10.44881
Z4,2015,MALE,80to84,12.372,1057.6913172,8549.2246574,0.3561,2.48,11.48878
Z4,2015,MALE,85+,12.508,884.57447563,7071.8245312,0.39339,1.373,11.96827
Z4,2015,MALE,ALL,11.615,77513.121863,667334.88636,0.03922,3.309,11.48553
Z4,2016,BOTH,00to39,12.595,94609.902696,751141.48625,0.03828,-2.369,12.68616
Z4,2016,BOTH,40to44,11.29,10387.931608,92011.238678,0.10433,4.764,10.79285
Z4,2016,BOTH,45to49,10.881,9453.258042,86879.783996,0.10565,4.097,10.448
Z4,2016,BOTH,50to54,11.066,10088.96321,91167.713678,0.1039,4.819,10.56569
Z4,2016,BOTH,55to59,11.329,9998.653923,88259.160875,0.10668,6.031,10.68537
Z4,2016,BOTH,60to64,11.312,8275.6466338,73159.45821,0.1171,4.182,10.82206
Z4,2016,BOTH,65to69,11.908,6692.8734467,56203.985006,0.13662,5.163,11.20288
Z4,2016,BOTH,70to74,12.659,4801.6708489,37932.099878,0.17073,4.943,11.81467
Z4,2016,BOTH,75to79,12.925,3534.7716621,27348.516404,0.20286,4.365,12.0395
Z4,2016,BOTH,80to84,13.611,2802.6906334,20592.094751,0.23896,3.622,12.7449
Z4,2016,BOTH,85+,13.998,2984.9064235,21324.295068,0.2376,6.358,12.48713
Z4,2016,BOTH,ALL,12.157,163631.26913,1346019.8328,0.02817,8.156,11.92696
Z4,2016,FEMALE,00to39,11.512,42175.613634,366372.35913,0.05273,-0.49,11.53752
Z4,2016,FEMALE,40to44,13.265,5990.4400918,45160.852445,0.15961,3.866,12.64764
Z4,2016,FEMALE,45to49,13.095,5548.5838033,42371.755547,0.16388,3.485,12.52384
Z4,2016,FEMALE,50to54,13.436,6053.1235473,45050.286768,0.16068,3.615,12.85547
Z4,2016,FEMALE,55to59,13.665,5962.0319603,43628.709314,0.16444,4.495,12.92623
Z4,2016,FEMALE,60to64,13.569,4967.0891024,36606.624164,0.17899,2.633,13.09751
Z4,2016,FEMALE,65to69,14.074,4045.1414918,28742.897734,0.20512,2.771,13.50513
Z4,2016,FEMALE,70to74,14.547,2896.4969017,19911.581875,0.24986,2.803,13.84638
Z4,2016,FEMALE,75to79,14.798,2195.9732572,14840.096898,0.29148,4.391,13.51756
Z4,2016,FEMALE,80to84,14.825,1747.8103502,11789.814546,0.32726,2.956,13.85747
Z4,2016,FEMALE,85+,14.5,1997.9342009,13778.928742,0.29996,5.834,12.74991
Z4,2016,FEMALE,ALL,12.507,83580.238341,668253.90716,0.04047,7.557,12.20145
Z4,2016,MALE,00to39,13.627,52434.289062,384769.12713,0.05531,-2.78,13.78123
Z4,2016,MALE,40to44,9.3862,4397.4915161,46850.386233,0.13474,2.814,9.00707
Z4,2016,MALE,45to49,8.773,3904.6742387,44508.028449,0.1341,2.273,8.46811
Z4,2016,MALE,50to54,8.7512,4035.8396623,46117.42691,0.13159,3.138,8.33824
Z4,2016,MALE,55to59,9.0445,4036.6219627,44630.451562,0.13577,3.94,8.50967
Z4,2016,MALE,60to64,9.0514,3308.5575314,36552.834046,0.15007,3.135,8.58101
Z4,2016,MALE,65to69,9.6418,2647.7319549,27461.087273,0.17812,4.526,8.83569
Z4,2016,MALE,70to74,10.572,1905.1739472,18020.518003,0.22905,4.123,9.62785
Z4,2016,MALE,75to79,10.703,1338.7984049,12508.419506,0.27642,1.333,10.33466
Z4,2016,MALE,80to84,11.984,1054.8802832,8802.2802048,0.34617,1.85,11.34385
Z4,2016,MALE,85+,13.081,986.9722226,7545.3663257,0.38818,2.707,12.02966
Z4,2016,MALE,ALL,11.811,80051.030786,677765.92564,0.0392,3.91,11.65773
Z4,2017,BOTH,00to39,12.633,96210.302492,761603.19708,0.03807,-3.422,12.76285
Z4,2017,BOTH,40to44,11.69,11027.860599,94335.230767,0.10461,5.05,11.16178
Z4,2017,BOTH,45to49,11.135,9766.9236252,87714.103354,0.10621,3.662,10.74597
Z4,2017,BOTH,50to54,11.325,10117.219663,89333.303453,0.10603,4.339,10.8652
Z4,2017,BOTH,55to59,11.625,10408.719349,89538.400945,0.10712,5.7,11.01434
Z4,2017,BOTH,60to64,11.653,8904.8513221,76414.60749,0.11607,5.248,11.04422
Z4,2017,BOTH,65to69,12.081,7018.1059252,58091.476885,0.13522,5.366,11.3556
Z4,2017,BOTH,70to74,12.885,5315.1189834,41251.695295,0.16495,5.605,11.96001
Z4,2017,BOTH,75to79,13.028,3720.3577533,28556.870627,0.19919,4.126,12.20594
Z4,2017,BOTH,80to84,13.527,2815.1563847,20811.840003,0.23707,3.731,12.6421
Z4,2017,BOTH,85+,14.278,3168.6574692,22193.219763,0.23484,6.582,12.73183
Z4,2017,BOTH,ALL,12.299,168473.27357,1369843.9457,0.02806,7.688,12.08298
Z4,2017,FEMALE,00to39,11.5,42850.799643,372610.52286,0.05226,-1.134,11.55944
Z4,2017,FEMALE,40to44,13.599,6317.9899311,46459.028304,0.15903,4.514,12.88128
Z4,2017,FEMALE,45to49,13.41,5737.1247367,42781.369689,0.16475,3.301,12.86656
Z4,2017,FEMALE,50to54,13.718,6055.485412,44143.230675,0.16375,3.554,13.13578
Z4,2017,FEMALE,55to59,13.927,6203.8789439,44546.083887,0.16404,4.16,13.2445
Z4,2017,FEMALE,60to64,13.974,5356.2499041,38329.575992,0.1771,3.505,13.35346
Z4,2017,FEMALE,65to69,14.199,4223.4337187,29744.403153,0.20238,3.03,13.58594
Z4,2017,FEMALE,70to74,14.818,3204.6763901,21627.434665,0.24158,3.278,14.02578
Z4,2017,FEMALE,75to79,14.741,2283.8671155,15493.113315,0.28482,3.091,13.86076
Z4,2017,FEMALE,80to84,14.996,1790.032835,11936.421708,0.32679,3.268,13.92832
Z4,2017,FEMALE,85+,14.859,2116.6780298,14245.038533,0.29801,6.076,13.04828
Z4,2017,FEMALE,ALL,12.632,86140.21666,681916.22278,0.04023,7.307,12.33812
Z4,2017,MALE,00to39,13.717,53359.502849,388992.67421,0.05516,-3.57,13.91427
Z4,2017,MALE,40to44,9.8376,4709.8706674,47876.202463,0.13611,2.586,9.48568
Z4,2017,MALE,45to49,8.9685,4029.7988885,44932.733665,0.1348,1.819,8.72336
Z4,2017,MALE,50to54,8.9881,4061.7342509,45190.072778,0.13454,2.438,8.66012
Z4,2017,MALE,55to59,9.3457,4204.8404047,44992.317058,0.13722,3.796,8.82483
Z4,2017,MALE,60to64,9.3176,3548.601418,38085.031498,0.14895,3.747,8.75948
Z4,2017,MALE,65to69,9.8588,2794.6722065,28347.073732,0.17706,4.488,9.06407
Z4,2017,MALE,70to74,10.754,2110.4425933,19624.26063,0.22115,4.603,9.73626
Z4,2017,MALE,75to79,10.996,1436.4906378,13063.757313,0.27371,2.554,10.29691
Z4,2017,MALE,80to84,11.55,1025.1235497,8875.4182949,0.33927,1.559,11.02135
Z4,2017,MALE,85+,13.235,1051.9794394,7948.1812291,0.38011,2.75,12.19022
Z4,2017,MALE,ALL,11.968,82333.056905,687927.72287,0.03913,3.491,11.83167
Z4,2018,BOTH,00to39,12.658,97632.284804,771284.95823,0.03786,-3.275,12.78238
Z4,2018,BOTH,40to44,11.881,11575.721886,97426.933093,0.10366,4.317,11.43395
Z4,2018,BOTH,45to49,11.558,10315.559993,89250.38775,0.10702,4.542,11.07189
Z4,2018,BOTH,50to54,11.576,10079.765493,87076.36717,0.10842,3.903,11.15266
Z4,2018,BOTH,55to59,11.956,10836.597821,90633.53837,0.10777,5.965,11.31367
Z4,2018,BOTH,60to64,11.878,9440.2394005,79474.340363,0.11476,5.385,11.26035
Z4,2018,BOTH,65to69,12.169,7351.3997099,60409.825994,0.13302,5.179,11.48036
Z4,2018,BOTH,70to74,12.858,5726.0985357,44532.230139,0.15862,5.058,12.05606
Z4,2018,BOTH,75to79,13.298,3979.0562734,29921.622639,0.1963,4.934,12.32981
Z4,2018,BOTH,80to84,13.585,2890.9455694,21279.928404,0.23488,3.238,12.82472
Z4,2018,BOTH,85+,14.304,3280.0368892,22930.789489,0.23121,7.03,12.67873
Z4,2018,BOTH,ALL,12.416,173107.70638,1394220.9216,0.02793,7.878,12.19607
Z4,2018,FEMALE,00to39,11.484,43363.592239,377603.06637,0.05188,-0.833,11.52713
Z4,2018,FEMALE,40to44,13.687,6571.9300396,48015.903818,0.15686,3.591,13.12379
Z4,2018,FEMALE,45to49,13.88,6058.2412302,43648.598453,0.16548,4.074,13.20548
Z4,2018,FEMALE,50to54,13.918,5974.5842715,42927.692965,0.16706,3.168,13.38855
Z4,2018,FEMALE,55to59,14.164,6409.8087145,45253.353897,0.16391,3.861,13.53147
Z4,2018,FEMALE,60to64,14.285,5691.7837387,39845.463823,0.1753,3.998,13.58387
Z4,2018,FEMALE,65to69,14.231,4406.021378,30960.526144,0.19855,2.839,13.66748
Z4,2018,FEMALE,70to74,14.894,3479.5993502,23362.287603,0.23293,2.815,14.23843
Z4,2018,FEMALE,75to79,15.039,2438.517621,16214.296627,0.28072,3.41,14.08195
Z4,2018,FEMALE,80to84,15.116,1834.7771293,12138.060963,0.32513,3.1,14.10814
Z4,2018,FEMALE,85+,15.004,2197.7689852,14647.991634,0.29506,6.184,13.17923
Z4,2018,FEMALE,ALL,12.73,88426.624698,694617.2423,0.03999,7.301,12.43828
Z4,2018,MALE,00to39,13.785,54268.692565,393681.89186,0.05494,-3.611,13.98334
Z4,2018,MALE,40to44,10.127,5003.791846,49411.029275,0.13572,2.528,9.78375
Z4,2018,MALE,45to49,9.3359,4257.3187632,45601.789297,0.13624,2.246,9.02987
Z4,2018,MALE,50to54,9.2985,4105.1812216,44148.674204,0.13822,2.231,8.99015
Z4,2018,MALE,55to59,9.7549,4426.7891063,45380.184472,0.13928,4.591,9.11548
Z4,2018,MALE,60to64,9.4589,3748.4556618,39628.87654,0.14701,3.402,8.95881
Z4,2018,MALE,65to69,10.002,2945.3783319,29449.299851,0.17483,4.389,9.23427
Z4,2018,MALE,70to74,10.612,2246.4991855,21169.942536,0.21168,4.295,9.70261
Z4,2018,MALE,75to79,11.239,1540.5386524,13707.326012,0.26977,3.408,10.31948
Z4,2018,MALE,80to84,11.553,1056.16844,9141.8674406,0.33433,1.022,11.21141
Z4,2018,MALE,85+,13.066,1082.267904,8282.7978544,0.37033,3.34,11.82966
Z4,2018,MALE,ALL,12.104,84681.081677,699603.67934,0.039,3.768,11.95721
Z4,2019,BOTH,00to39,12.624,98765.499682,782367.52377,0.03755,-3.642,12.76067
Z4,2019,BOTH,40to44,12.206,12328.758057,101005.34136,0.103,4.624,11.72981
Z4,2019,BOTH,45to49,11.832,10728.591679,90677.775637,0.10726,4.223,11.37858
Z4,2019,BOTH,50to54,11.871,10174.682847,85711.332878,0.11048,4.378,11.38721
Z4,2019,BOTH,55to59,12.24,11160.240492,91179.137048,0.10854,6.001,11.58859
Z4,2019,BOTH,60to64,12.145,9952.2861526,81948.200729,0.11411,5.902,11.47114
Z4,2019,BOTH,65to69,12.389,7933.0910132,64030.955307,0.1302,5.461,11.67843
Z4,2019,BOTH,70to74,12.777,6095.1460525,47704.879373,0.15284,4.446,12.09728
Z4,2019,BOTH,75to79,13.575,4300.5920251,31681.365358,0.19243,5.275,12.55949
Z4,2019,BOTH,80to84,13.929,3032.1575135,21768.990144,0.23467,4.77,12.80945
Z4,2019,BOTH,85+,14.451,3419.6785217,23664.514392,0.22856,6.9,12.87358
Z4,2019,BOTH,ALL,12.512,177890.72404,1421740.016,0.02775,8.123,12.28678
Z4,2019,FEMALE,00to39,11.417,43721.182381,382964.47244,0.05139,-1.506,11.49391
Z4,2019,FEMALE,40to44,13.928,6971.0240084,50050.80943,0.15476,3.651,13.36289
Z4,2019,FEMALE,45to49,14.158,6281.8733197,44371.331916,0.1655,3.897,13.51252
Z4,2019,FEMALE,50to54,14.265,6025.5568428,42240.797691,0.17016,3.453,13.67715
Z4,2019,FEMALE,55to59,14.56,6652.702616,45690.463034,0.16501,4.385,13.83681
Z4,2019,FEMALE,60to64,14.535,5977.7272754,41125.26463,0.1738,4.463,13.75966
Z4,2019,FEMALE,65to69,14.442,4748.5596795,32881.325582,0.19385,3.096,13.84142
Z4,2019,FEMALE,70to74,14.737,3695.7689015,25077.471135,0.22385,2.071,14.2738
Z4,2019,FEMALE,75to79,15.499,2653.9220979,17123.372791,0.27656,3.907,14.41822
Z4,2019,FEMALE,80to84,15.27,1877.2428938,12293.264989,0.32442,3.621,14.09583
Z4,2019,FEMALE,85+,15.268,2308.9534498,15123.289876,0.29247,6.399,13.39586
Z4,2019,FEMALE,ALL,12.824,90914.513466,708941.86351,0.03971,7.234,12.5367
Z4,2019,MALE,00to39,13.782,55044.317301,399403.05133,0.05454,-3.484,13.97165
Z4,2019,MALE,40to44,10.515,5357.7340487,50954.531926,0.13589,2.864,10.12555
Z4,2019,MALE,45to49,9.6028,4446.7183597,46306.443721,0.13692,1.962,9.33411
Z4,2019,MALE,50to54,9.5447,4149.1260038,43470.535188,0.14093,2.696,9.16476
Z4,2019,MALE,55to59,9.9091,4507.5378762,45488.674014,0.14009,3.986,9.35076
Z4,2019,MALE,60to64,9.7361,3974.5588772,40822.936099,0.14672,3.703,9.19279
Z4,2019,MALE,65to69,10.223,3184.5313337,31149.629724,0.17165,4.471,9.45587
Z4,2019,MALE,70to74,10.604,2399.377151,22627.408238,0.20468,4.2,9.74422
Z4,2019,MALE,75to79,11.311,1646.6699272,14557.992567,0.2625,3.32,10.43969
Z4,2019,MALE,80to84,12.188,1154.9146197,9475.7251546,0.33608,2.988,11.18378
Z4,2019,MALE,85+,13.004,1110.7250719,8541.2245156,0.36394,2.763,11.9987
Z4,2019,MALE,ALL,12.202,86976.21057,712798.15248,0.03877,4.181,12.03999
Z5,2004,BOTH,00to39,10.555,25095.630539,237760.86963,0.06301,-32.506,12.60335
Z5,2004,BOTH,40to44,6.3163,2080.7040167,32941.907805,0.13403,-11.217,7.81967
Z5,2004,BOTH,45to49,6.4227,1936.1652238,30145.696878,0.1412,-9.56,7.77254
Z5,2004,BOTH,50to54,6.6772,1593.2988333,23861.860816,0.1616,-7.67,7.91664
Z5,2004,BOTH,55to59,7.1833,1329.9443928,18514.393942,0.18977,-4.807,8.0956
Z5,2004,BOTH,60to64,8.0396,1109.9571904,13806.168953,0.23141,-3.239,8.78919
Z5,2004,BOTH,65to69,9.1342,948.92797914,10388.742361,0.28265,-1.287,9.49786
Z5,2004,BOTH,70to74,10.035,847.15842408,8441.8298919,0.32703,-0.821,10.30363
Z5,2004,BOTH,75to79,10.908,672.22972955,6162.9153598,0.39709,-0.642,11.1625
Z5,2004,BOTH,80to84,11.495,483.02452326,4202.1459235,0.49204,-0.372,11.67775
Z5,2004,BOTH,85+,11.205,356.58575184,3182.5147397,0.55912,0.976,10.65904
Z5,2004,BOTH,ALL,9.3613,36453.626604,389409.0463,0.04668,-32.471,10.87696
Z5,2004,FEMALE,00to39,9.8139,11190.766755,114030.17293,0.0881,-23.816,11.91211
Z5,2004,FEMALE,40to44,8.1167,1286.0927045,15845.066386,0.21695,-6.395,9.50405
Z5,2004,FEMALE,45to49,8.1215,1160.7569115,14292.440783,0.22849,-6.763,9.66685
Z5,2004,FEMALE,50to54,8.6002,958.81842786,11148.853742,0.26553,-4.479,9.78944
Z5,2004,FEMALE,55to59,9.1422,807.21425827,8829.5289358,0.30672,-2.861,10.0196
Z5,2004,FEMALE,60to64,9.7327,634.26862882,6516.8566429,0.36717,-2.525,10.65981
Z5,2004,FEMALE,65to69,10.327,506.10463041,4900.5568129,0.43471,-0.81,10.67981
Z5,2004,FEMALE,70to74,10.781,435.42185761,4038.6492025,0.48803,-0.595,11.07173
Z5,2004,FEMALE,75to79,10.343,321.7544112,3110.7145034,0.546,-1.76,11.30417
Z5,2004,FEMALE,80to84,11.194,264.81012892,2365.739939,0.64822,-0.517,11.52875
Z5,2004,FEMALE,85+,10.792,221.35489707,2051.1904921,0.68508,0.511,10.44134
Z5,2004,FEMALE,ALL,9.5054,17787.363611,187129.77037,0.0678,-23.9,11.12578
Z5,2004,MALE,00to39,11.238,13904.863784,123730.6967,0.08979,-22.404,13.24964
Z5,2004,MALE,40to44,4.6477,794.61131229,17096.841419,0.161,-9.594,6.19236
Z5,2004,MALE,45to49,4.8912,775.40831234,15853.256096,0.1713,-6.244,5.96079
Z5,2004,MALE,50to54,4.9908,634.48040545,12713.007074,0.19313,-5.779,6.10692
Z5,2004,MALE,55to59,5.3974,522.73013448,9684.8650061,0.22961,-3.48,6.19651
Z5,2004,MALE,60to64,6.5258,475.68856163,7289.3123098,0.28928,-1.368,6.92162
Z5,2004,MALE,65to69,8.0687,442.82334873,5488.1855485,0.36764,-0.507,8.25509
Z5,2004,MALE,70to74,9.3509,411.73656646,4403.1806894,0.43876,-0.268,9.46866
Z5,2004,MALE,75to79,11.483,350.47531835,3052.2008564,0.57707,0.856,10.98852
Z5,2004,MALE,80to84,11.883,218.21439433,1836.4059845,0.7551,-0.029,11.90467
Z5,2004,MALE,85+,11.953,135.23085477,1131.3242475,0.96451,0.852,11.13201
Z5,2004,MALE,ALL,9.228,18666.262993,202279.27593,0.06435,-21.856,10.63441
Z5,2005,BOTH,00to39,10.882,26290.375155,241587.93595,0.06336,-32.783,12.9594
Z5,2005,BOTH,40to44,6.5399,2173.966485,33241.82302,0.1356,-11.776,8.13668
Z5,2005,BOTH,45to49,6.4506,1999.9362132,31003.713309,0.13951,-11.569,8.06468
Z5,2005,BOTH,50to54,6.9987,1773.1313016,25335.005344,0.16029,-7.275,8.16479
Z5,2005,BOTH,55to59,7.3044,1429.7195803,19573.308168,0.18599,-5.832,8.38908
Z5,2005,BOTH,60to64,8.3837,1206.6911496,14393.300784,0.23101,-2.878,9.04851
Z5,2005,BOTH,65to69,9.1381,972.79209111,10645.464605,0.27928,-2.068,9.71576
Z5,2005,BOTH,70to74,10.793,930.77784373,8624.0809452,0.33413,0.8,10.52533
Z5,2005,BOTH,75to79,10.891,687.76988925,6315.0414057,0.39202,-1.077,11.31301
Z5,2005,BOTH,80to84,11.366,490.79530096,4318.2576565,0.483,-0.849,11.77572
Z5,2005,BOTH,85+,11.284,378.35000265,3352.8307402,0.54643,0.448,11.03964
Z5,2005,BOTH,ALL,9.6223,38334.305012,398390.76192,0.04672,-33.348,11.18035
Z5,2005,FEMALE,00to39,10.149,11713.260824,115409.1751,0.08889,-23.118,12.2043
Z5,2005,FEMALE,40to44,8.2524,1325.1090844,16057.325806,0.21715,-7.201,9.81613
Z5,2005,FEMALE,45to49,8.2636,1216.2617169,14718.299984,0.22695,-7.581,9.98416
Z5,2005,FEMALE,50to54,8.9232,1052.0196984,11789.660746,0.26255,-4.641,10.14162
Z5,2005,FEMALE,55to59,9.4515,881.00648345,9321.3775725,0.30301,-3.212,10.42479
Z5,2005,FEMALE,60to64,10.186,691.16453119,6785.6479777,0.36717,-2.333,11.04233
Z5,2005,FEMALE,65to69,10.608,531.14096171,5007.1005245,0.43518,-0.957,11.02411
Z5,2005,FEMALE,70to74,11.672,484.12162494,4147.80423,0.49855,0.589,11.37809
Z5,2005,FEMALE,75to79,10.61,332.74168646,3136.1117683,0.54993,-1.889,11.64862
Z5,2005,FEMALE,80to84,10.901,267.93514627,2457.9488101,0.62861,-1.278,11.70395
Z5,2005,FEMALE,85+,10.992,238.26250267,2167.6478358,0.67182,0.245,10.8272
Z5,2005,FEMALE,ALL,9.808,18733.024261,190998.10036,0.06805,-23.867,11.43223
Z5,2005,MALE,00to39,11.553,14577.11433,126178.76085,0.08999,-23.464,13.66427
Z5,2005,MALE,40to44,4.9397,848.85740058,17184.497214,0.1653,-9.503,6.51058
Z5,2005,MALE,45to49,4.8121,783.67449631,16285.413325,0.16771,-8.417,6.22367
Z5,2005,MALE,50to54,5.3237,721.1116032,13545.344598,0.1929,-4.869,6.26284
Z5,2005,MALE,55to59,5.3523,548.7130969,10251.930595,0.22229,-4.673,6.39097
Z5,2005,MALE,60to64,6.7764,515.52661841,7607.6528066,0.28816,-0.985,7.06029
Z5,2005,MALE,65to69,7.833,441.65112939,5638.3640805,0.35783,-1.422,8.34195
Z5,2005,MALE,70to74,9.9783,446.65621879,4476.2767151,0.44796,0.853,9.59597
Z5,2005,MALE,75to79,11.168,355.02820279,3178.9296375,0.55864,0.464,10.90884
Z5,2005,MALE,80to84,11.98,222.86015469,1860.3088464,0.75287,0.127,11.88396
Z5,2005,MALE,85+,11.82,140.08749998,1185.1829044,0.93778,0.344,11.49737
Z5,2005,MALE,ALL,9.4513,19601.280752,207392.66157,0.06424,-23.099,10.93511
Z5,2006,BOTH,00to39,11.074,27290.226914,246434.22961,0.06321,-33.356,13.18259
Z5,2006,BOTH,40to44,6.6296,2178.2759467,32857.054002,0.13726,-12.482,8.3428
Z5,2006,BOTH,45to49,6.6285,2122.7680629,32025.04745,0.13902,-12.0,8.2967
Z5,2006,BOTH,50to54,6.9483,1867.0498974,26870.476932,0.15512,-9.103,8.36038
Z5,2006,BOTH,55to59,7.4998,1538.8506497,20518.466623,0.18388,-6.048,8.61197
Z5,2006,BOTH,60to64,8.6978,1278.5950175,14700.294611,0.23242,-2.701,9.32551
Z5,2006,BOTH,65to69,9.2886,1017.6281891,10955.708116,0.27732,-1.805,9.78907
Z5,2006,BOTH,70to74,10.649,934.62316047,8776.734191,0.32926,-0.259,10.73417
Z5,2006,BOTH,75to79,10.945,702.9773358,6423.0433096,0.38955,-0.797,11.25516
Z5,2006,BOTH,80to84,11.312,500.14850436,4421.2390835,0.47636,-1.291,11.92744
Z5,2006,BOTH,85+,11.349,396.70309009,3495.4140028,0.53651,0.165,11.2608
Z5,2006,BOTH,ALL,9.7742,39827.846768,407477.70793,0.04652,-34.675,11.38737
Z5,2006,FEMALE,00to39,10.28,12065.88894,117376.29105,0.08864,-23.759,12.38573
Z5,2006,FEMALE,40to44,8.4289,1335.993736,15850.12713,0.22067,-7.687,10.12531
