"REF_DATE","GEO","DGUID","Knowledge of official languages","Statistics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"1961","Saskatchewan ","2016A000247","Neither English nor French","Number","Number","223","units","0","v1043024588","9.5.1","13433","","","","0"
"1961","Saskatchewan ","2016A000247","Neither English nor French","Percentage","Percentage","242","units","0","v1043024589","9.5.2","1.5","","","","1"
"1961","Alberta","2016A000248","Total, knowledge of official languages","Number","Number","223","units","0","v1043024590","10.1.1","1331944","","","","0"
"1961","Alberta","2016A000248","Total, knowledge of official languages","Percentage","Percentage","242","units","0","v1043024591","10.1.2","100.0","","","","1"
"1961","Alberta","2016A000248","French only","Number","Number","223","units","0","v1043024592","10.2.1","5534","","","","0"
"1961","Alberta","2016A000248","French only","Percentage","Percentage","242","units","0","v1043024593","10.2.2","0.4","","","","1"
"1961","Alberta","2016A000248","English only","Number","Number","223","units","0","v1043024594","10.3.1","1253824","","","","0"
"1961","Alberta","2016A000248","English only","Percentage","Percentage","242","units","0","v1043024595","10.3.2","94.1","","","","1"
"1961","Alberta","2016A000248","English and French","Number","Number","223","units","0","v1043024596","10.4.1","56920","","","","0"
"1961","Alberta","2016A000248","English and French","Percentage","Percentage","242","units","0","v1043024597","10.4.2","4.3","","","","1"
"1961","Alberta","2016A000248","Neither English nor French","Number","Number","223","units","0","v1043024598","10.5.1","15666","","","","0"
"1961","Alberta","2016A000248","Neither English nor French","Percentage","Percentage","242","units","0","v1043024599","10.5.2","1.2","","","","1"
"1961","British Columbia","2016A000259","Total, knowledge of official languages","Number","Number","223","units","0","v1043024600","11.1.1","1629082","","","","0"
"1961","British Columbia","2016A000259","Total, knowledge of official languages","Percentage","Percentage","242","units","0","v1043024601","11.1.2","100.0","","","","1"
"1961","British Columbia","2016A000259","French only","Number","Number","223","units","0","v1043024602","11.2.1","2559","","","","0"
"1961","British Columbia","2016A000259","French only","Percentage","Percentage","242","units","0","v1043024603","11.2.2","0.2","","","","1"
"1961","British Columbia","2016A000259","English only","Number","Number","223","units","0","v1043024604","11.3.1","1552560","","","","0"
"1961","British Columbia","2016A000259","English only","Percentage","Percentage","242","units","0","v1043024605","11.3.2","95.3","","","","1"
"1961","British Columbia","2016A000259","English and French","Number","Number","223","units","0","v1043024606","11.4.1","57504","","","","0"
"1961","British Columbia","2016A000259","English and French","Percentage","Percentage","242","units","0","v1043024607","11.4.2","3.5","","","","1"
"1961","British Columbia","2016A000259","Neither English nor French","Number","Number","223","units","0","v1043024608","11.5.1","16459","","","","0"
"1961","British Columbia","2016A000259","Neither English nor French","Percentage","Percentage","242","units","0","v1043024609","11.5.2","1.0","","","","1"
"1961","Yukon","2016A000260","Total, knowledge of official languages","Number","Number","223","units","0","v1043024610","12.1.1","14628","","","","0"
"1961","Yukon","2016A000260","Total, knowledge of official languages","Percentage","Percentage","242","units","0","v1043024611","12.1.2","100.0","","","","1"
"1961","Yukon","2016A000260","French only","Number","Number","223","units","0","v1043024612","12.2.1","38","","","","0"
"1961","Yukon","2016A000260","French only","Percentage","Percentage","242","units","0","v1043024613","12.2.2","0.3","","","","1"
"1961","Yukon","2016A000260","English only","Number","Number","223","units","0","v1043024614","12.3.1","13679","","","","0"
"1961","Yukon","2016A000260","English only","Percentage","Percentage","242","units","0","v1043024615","12.3.2","93.5","","","","1"
"1961","Yukon","2016A000260","English and French","Number","Number","223","units","0","v1043024616","12.4.1","825","","","","0"
"1961","Yukon","2016A000260","English and French","Percentage","Percentage","242","units","0","v1043024617","12.4.2","5.6","","","","1"
"1961","Yukon","2016A000260","Neither English nor French","Number","Number","223","units","0","v1043024618","12.5.1","86","","","","0"
"1961","Yukon","2016A000260","Neither English nor French","Percentage","Percentage","242","units","0","v1043024619","12.5.2","0.6","","","","1"
"1961","Northwest Territories including Nunavut","2016A000261","Total, knowledge of official languages","Number","Number","223","units","0","v1043024620","13.1.1","22998","","","t","0"
"1961","Northwest Territories including Nunavut","2016A000261","Total, knowledge of official languages","Percentage","Percentage","242","units","0","v1043024621","13.1.2","100.0","","","t","1"
"1961","Northwest Territories including Nunavut","2016A000261","French only","Number","Number","223","units","0","v1043024622","13.2.1","109","","","t","0"
"1961","Northwest Territories including Nunavut","2016A000261","French only","Percentage","Percentage","242","units","0","v1043024623","13.2.2","0.5","","","t","1"
"1961","Northwest Territories including Nunavut","2016A000261","English only","Number","Number","223","units","0","v1043024624","13.3.1","13554","","","t","0"
"1961","Northwest Territories including Nunavut","2016A000261","English only","Percentage","Percentage","242","units","0","v1043024625","13.3.2","58.9","","","t","1"
"1961","Northwest Territories including Nunavut","2016A000261","English and French","Number","Number","223","units","0","v1043024626","13.4.1","1614","","","t","0"
"1961","Northwest Territories including Nunavut","2016A000261","English and French","Percentage","Percentage","242","units","0","v1043024627","13.4.2","7.0","","","t","1"
"1961","Northwest Territories including Nunavut","2016A000261","Neither English nor French","Number","Number","223","units","0","v1043024628","13.5.1","7721","","","t","0"
"1961","Northwest Territories including Nunavut","2016A000261","Neither English nor French","Percentage","Percentage","242","units","0","v1043024629","13.5.2","33.6","","","t","1"
"1961","Canada outside Quebec","","Total, knowledge of official languages","Number","Number","223","units","0","v1043024650","16.1.1","12979036","","","","0"
"1961","Canada outside Quebec","","Total, knowledge of official languages","Percentage","Percentage","242","units","0","v1043024651","16.1.2","100.0","","","","1"
"1961","Canada outside Quebec","","French only","Number","Number","223","units","0","v1043024652","16.2.1","235016","","","","0"
"1961","Canada outside Quebec","","French only","Percentage","Percentage","242","units","0","v1043024653","16.2.2","1.8","","","","1"
"1961","Canada outside Quebec","","English only","Number","Number","223","units","0","v1043024654","16.3.1","11676127","","","","0"
"1961","Canada outside Quebec","","English only","Percentage","Percentage","242","units","0","v1043024655","16.3.2","90.0","","","","1"
"1961","Canada outside Quebec","","English and French","Number","Number","223","units","0","v1043024656","16.4.1","892294","","","","0"
"1961","Canada outside Quebec","","English and French","Percentage","Percentage","242","units","0","v1043024657","16.4.2","6.9","","","","1"
"1961","Canada outside Quebec","","Neither English nor French","Number","Number","223","units","0","v1043024658","16.5.1","175599","","","","0"
"1961","Canada outside Quebec","","Neither English nor French","Percentage","Percentage","242","units","0","v1043024659","16.5.2","1.4","","","","1"
"1971","Canada","2016A000011124","Total, knowledge of official languages","Number","Number","223","units","0","v1043024500","1.1.1","21568310","","","","0"
"1971","Canada","2016A000011124","Total, knowledge of official languages","Percentage","Percentage","242","units","0","v1043024501","1.1.2","100.0","","","","1"
"1971","Canada","2016A000011124","French only","Number","Number","223","units","0","v1043024502","1.2.1","3879255","","","","0"
"1971","Canada","2016A000011124","French only","Percentage","Percentage","242","units","0","v1043024503","1.2.2","18.0","","","","1"
"1971","Canada","2016A000011124","English only","Number","Number","223","units","0","v1043024504","1.3.1","14469540","","","","0"
"1971","Canada","2016A000011124","English only","Percentage","Percentage","242","units","0","v1043024505","1.3.2","67.1","","","","1"
"1971","Canada","2016A000011124","English and French","Number","Number","223","units","0","v1043024506","1.4.1","2900155","","","","0"
"1971","Canada","2016A000011124","English and French","Percentage","Percentage","242","units","0","v1043024507","1.4.2","13.4","","","","1"
"1971","Canada","2016A000011124","Neither English nor French","Number","Number","223","units","0","v1043024508","1.5.1","319360","","","","0"
"1971","Canada","2016A000011124","Neither English nor French","Percentage","Percentage","242","units","0","v1043024509","1.5.2","1.5","","","","1"
"1971","Newfoundland and Labrador","2016A000210","Total, knowledge of official languages","Number","Number","223","units","0","v1043024510","2.1.1","522105","","","","0"
"1971","Newfoundland and Labrador","2016A000210","Total, knowledge of official languages","Percentage","Percentage","242","units","0","v1043024511","2.1.2","100.0","","","","1"
"1971","Newfoundland and Labrador","2016A000210","French only","Number","Number","223","units","0","v1043024512","2.2.1","510","","","","0"
"1971","Newfoundland and Labrador","2016A000210","French only","Percentage","Percentage","242","units","0","v1043024513","2.2.2","0.1","","","","1"
"1971","Newfoundland and Labrador","2016A000210","English only","Number","Number","223","units","0","v1043024514","2.3.1","511620","","","","0"
"1971","Newfoundland and Labrador","2016A000210","English only","Percentage","Percentage","242","units","0","v1043024515","2.3.2","98.0","","","","1"
"1971","Newfoundland and Labrador","2016A000210","English and French","Number","Number","223","units","0","v1043024516","2.4.1","9350","","","","0"
"1971","Newfoundland and Labrador","2016A000210","English and French","Percentage","Percentage","242","units","0","v1043024517","2.4.2","1.8","","","","1"
"1971","Newfoundland and Labrador","2016A000210","Neither English nor French","Number","Number","223","units","0","v1043024518","2.5.1","625","","","","0"
"1971","Newfoundland and Labrador","2016A000210","Neither English nor French","Percentage","Percentage","242","units","0","v1043024519","2.5.2","0.1","","","","1"
"1971","Prince Edward Island","2016A000211","Total, knowledge of official languages","Number","Number","223","units","0","v1043024520","3.1.1","111640","","","","0"
"1971","Prince Edward Island","2016A000211","Total, knowledge of official languages","Percentage","Percentage","242","units","0","v1043024521","3.1.2","100.0","","","","1"
"1971","Prince Edward Island","2016A000211","French only","Number","Number","223","units","0","v1043024522","3.2.1","680","","","","0"
"1971","Prince Edward Island","2016A000211","French only","Percentage","Percentage","242","units","0","v1043024523","3.2.2","0.6","","","","1"
"1971","Prince Edward Island","2016A000211","English only","Number","Number","223","units","0","v1043024524","3.3.1","101820","","","","0"
"1971","Prince Edward Island","2016A000211","English only","Percentage","Percentage","242","units","0","v1043024525","3.3.2","91.2","","","","1"
"1971","Prince Edward Island","2016A000211","English and French","Number","Number","223","units","0","v1043024526","3.4.1","9110","","","","0"
"1971","Prince Edward Island","2016A000211","English and French","Percentage","Percentage","242","units","0","v1043024527","3.4.2","8.2","","","","1"
"1971","Prince Edward Island","2016A000211","Neither English nor French","Number","Number","223","units","0","v1043024528","3.5.1","30","","","","0"
"1971","Prince Edward Island","2016A000211","Neither English nor French","Percentage","Percentage","242","units","0","v1043024529","3.5.2","0.0","","","","1"
